fecha,tasaInteres,volume,close,adjClose
1/1/2005,1.562915485,-1.858385487,-2.003563285,-2.003563285
2/1/2005,1.830818551,-1.796630877,-1.931411301,-1.931411301
3/1/2005,1.957463636,-2.050070405,-2.047356355,-2.047356355
4/1/2005,2.064624862,-1.986897248,-2.084238994,-2.084238994
5/1/2005,2.12307644,-1.801459887,-2.01739575,-2.01739575
6/1/2005,2.064624862,-1.813192509,-1.963022752,-1.963022752
7/1/2005,2.054882932,-1.567387354,-1.866777327,-1.866777327
8/1/2005,2.050011968,-1.046910693,-1.884125919,-1.884125919
9/1/2005,1.86004434,-1.212402978,-1.688526439,-1.688526439
10/1/2005,1.713915395,-0.910521394,-1.726080163,-1.726080163
11/1/2005,1.616496098,-1.28660864,-1.614442208,-1.614442208
12/1/2005,1.377818822,-1.596885278,-1.513171579,-1.513171579
1/1/2006,1.212206018,-1.121072654,-1.398078052,-1.398078052
2/1/2006,1.080689968,-1.199939414,-1.419002205,-1.419002205
3/1/2006,0.963786812,-0.911107363,-1.359984325,-1.359984325
4/1/2006,0.866367516,-1.304924099,-1.216839337,-1.216839337
5/1/2006,0.793303043,-0.339008746,-1.421961943,-1.421961943
6/1/2006,0.793303043,-0.671209228,-1.373059198,-1.373059198
7/1/2006,0.798174008,-1.181466741,-1.27418449,-1.27418449
8/1/2006,0.798174008,-1.197551383,-1.174824125,-1.174824125
9/1/2006,0.812786903,-1.156785406,-1.082306513,-1.082306513
10/1/2006,0.807915938,-0.79178996,-0.966644894,-0.966644894
11/1/2006,0.803044973,-1.199892359,-0.767067445,-0.767067445
12/1/2006,0.803044973,-1.45918768,-0.612172047,-0.612172047
1/1/2007,0.803044973,-0.596413789,-0.496163385,-0.496163385
2/1/2007,0.803044973,-0.305563259,-0.592305714,-0.592305714
3/1/2007,0.803044973,-0.869540269,-0.372543997,-0.372543997
4/1/2007,0.788432079,-1.37914871,-0.346592299,-0.346592299
5/1/2007,0.90046427,-0.74039113,-0.096242551,-0.096242551
6/1/2007,0.88098041,-0.843523707,-0.122078432,-0.122078432
7/1/2007,0.876109445,-0.347348676,-0.173288555,-0.173288555
8/1/2007,0.88098041,-0.379160829,-0.205782778,-0.205782778
9/1/2007,0.885851375,-1.176849978,-0.211167543,-0.211167543
10/1/2007,0.88098041,-0.277826416,-0.090019997,-0.090019997
11/1/2007,0.997883566,-0.894063937,-0.265950073,-0.265950073
12/1/2007,0.997883566,-1.595256296,-0.290303948,-0.290303948
1/1/2008,0.988141636,-0.341949019,-0.367755209,-0.367755209
2/1/2008,0.993012601,-0.673692004,-0.354740992,-0.354740992
3/1/2008,0.993012601,-0.747224658,-0.146887839,-0.146887839
4/1/2008,0.997883566,-0.01656511,-0.212707763,-0.212707763
5/1/2008,0.997883566,-0.601651971,-0.036161762,-0.036161762
6/1/2008,1.056335144,-0.517223445,-0.305033637,-0.305033637
7/1/2008,1.236560842,-0.024144902,-0.502465321,-0.502465321
8/1/2008,1.358334963,-0.766363357,-0.628568153,-0.628568153
9/1/2008,1.353463998,0.245211537,-0.774686516,-0.774686516
10/1/2008,1.144012511,2.28095862,-1.237772853,-1.237772853
11/1/2008,0.993012601,-0.187789975,-1.228456019,-1.228456019
12/1/2008,1.280399526,-0.235427649,-1.036117421,-1.036117421
1/1/2009,1.070948038,-0.252902732,-1.32950051,-1.32950051
2/1/2009,0.842012692,-0.58280467,-1.518437678,-1.518437678
3/1/2009,0.798174008,0.508077889,-1.323079907,-1.323079907
4/1/2009,0.320819456,0.549561209,-1.086293743,-1.086293743
5/1/2009,-0.049373871,0.1342813,-0.832753845,-0.832753845
6/1/2009,-0.20037378,-0.229249541,-0.8289323,-0.8289323
7/1/2009,-0.390341408,-0.340706905,-0.550145578,-0.550145578
8/1/2009,-0.439051056,0.19794287,-0.436921606,-0.436921606
9/1/2009,-0.443922021,0.355212456,-0.322046685,-0.322046685
10/1/2009,-0.429309127,0.401785086,-0.383138479,-0.383138479
11/1/2009,-0.429309127,-0.5571427,-0.142289976,-0.142289976
12/1/2009,-0.434180092,-0.45348218,-0.021050632,-0.021050632
1/1/2010,-0.439051056,0.280306587,-0.201223385,-0.201223385
2/1/2010,-0.439051056,-0.452079498,-0.071691849,-0.071691849
3/1/2010,-0.458534916,0.072115977,0.098375133,0.098375133
4/1/2010,-0.463405881,0.128864235,0.038023427,0.038023427
5/1/2010,-0.424438162,0.943281387,-0.02959013,-0.02959013
6/1/2010,-0.390341408,0.026071562,-0.121461489,-0.121461489
7/1/2010,-0.385470443,-0.314877658,-0.00143018,-0.00143018
8/1/2010,-0.424438162,-0.12150138,-0.066969824,-0.066969824
9/1/2010,-0.468276845,-0.490961996,0.10503551,0.10503551
10/1/2010,-0.663115438,0.230413072,0.338255375,0.338255375
11/1/2010,-0.692341227,-0.206467641,0.468430111,0.468430111
12/1/2010,-0.531599388,-0.496791044,0.649083026,0.649083026
1/1/2011,-0.609534825,-0.270725517,0.485616987,0.485616987
2/1/2011,-0.658244473,-0.231603844,0.489520967,0.489520967
3/1/2011,-0.546212283,-0.11666974,0.533375813,0.533375813
4/1/2011,-0.541341318,-0.638248346,0.483572588,0.483572588
5/1/2011,-0.526728423,0.289701678,0.365827489,0.365827489
6/1/2011,-0.497502634,0.636780592,0.441412452,0.441412452
7/1/2011,-0.609534825,0.925198756,0.383184527,0.383184527
8/1/2011,-0.653373509,2.597857173,0.35418801,0.35418801
9/1/2011,-0.565696142,1.172937618,0.123058546,0.123058546
10/1/2011,-0.502373599,1.939256425,0.399926455,0.399926455
11/1/2011,-0.507244564,1.323048733,0.469662776,0.469662776
12/1/2011,-0.512115529,-0.127743588,0.495546693,0.495546693
1/1/2012,-0.546212283,0.331613482,0.531517453,0.531517453
2/1/2012,-0.521857458,1.585041798,0.572579264,0.572579264
3/1/2012,-0.560825177,0.534757939,0.750218094,0.750218094
4/1/2012,-0.536470353,-0.138038985,0.74394038,0.74394038
5/1/2012,-0.487760705,1.595971125,0.578442154,0.578442154
6/1/2012,-0.512115529,1.005503828,0.820908223,0.820908223
7/1/2012,-0.60466386,0.062714993,0.873508555,0.873508555
8/1/2012,-0.61440579,0.676859145,0.739839369,0.739839369
9/1/2012,-0.594921931,0.23310882,0.883404473,0.883404473
10/1/2012,-0.575438071,0.840297138,0.968935833,0.968935833
11/1/2012,-0.536470353,0.969190419,0.991191776,0.991191776
12/1/2012,-0.653373509,0.183530911,1.186313843,1.186313843
1/1/2013,-0.60466386,0.783690681,1.350163359,1.350163359
2/1/2013,-0.585180001,1.282510053,1.229579631,1.229579631
3/1/2013,-0.687470262,2.710397715,1.225004769,1.225004769
4/1/2013,-0.7654057,1.863422961,1.036000024,1.036000024
5/1/2013,-0.814115348,1.969780317,0.965638415,0.965638415
6/1/2013,-0.784889559,2.450300641,0.8650692,0.8650692
7/1/2013,-0.750792805,1.420833241,0.887431393,0.887431393
8/1/2013,-0.75566377,2.624795165,0.747209709,0.747209709
9/1/2013,-0.853083066,0.755616926,0.819415837,0.819415837
10/1/2013,-0.974857187,0.754154587,0.908354529,0.908354529
11/1/2013,-0.974857187,0.859004815,1.060558053,1.060558053
12/1/2013,-1.023566835,0.913493696,1.084314933,1.084314933
1/1/2014,-1.096631307,0.574472199,0.891794977,0.891794977
2/1/2014,-1.086889378,0.215458844,0.673271419,0.673271419
3/1/2014,-1.082018413,1.093905666,0.848217765,0.848217765
4/1/2014,-1.052792624,0.371085848,0.874266961,0.874266961
5/1/2014,-1.0284378,0.497928101,0.942105841,0.942105841
6/1/2014,-1.155082885,0.148727712,1.085365628,1.085365628
7/1/2014,-1.247631217,0.241507138,1.19797164,1.19797164
8/1/2014,-1.276857006,0.052038712,1.386641759,1.386641759
9/1/2014,-1.247631217,-0.062421575,1.319691146,1.319691146
10/1/2014,-1.213534463,0.884821732,1.324053508,1.324053508
11/1/2014,-1.237889287,-0.030789846,1.236820517,1.236820517
12/1/2014,-1.257373147,-0.014380169,1.127936109,1.127936109
1/1/2015,-1.325566654,0.424770166,0.899176308,0.899176308
2/1/2015,-1.257373147,0.307439872,1.236789578,1.236789578
3/1/2015,-1.145340956,0.579717726,1.188289037,1.188289037
